,title,sent,category
419,Advancements in Host-Based Interventions for Influenza Treatment,"As such, other potential interventions are being explored.",immue_suppresive
420,"Use of influenza antivirals in patients hospitalized in Hong Kong, 2000-2015","Information collected on admissions included patient age, sex, admission year and month, and medications dispensed, and were matched with the first 15 discharge diagnosis codes.",immue_suppresive
421,"Use of influenza antivirals in patients hospitalized in Hong Kong, 2000-2015",METHODS: We analyzed centralized electronic health records that included dispensation information and diagnosis codes.,immue_suppresive
422,Repurposed Therapeutic Agents Targeting the Ebola Virus: A Systematic Review,"METHODS: We conducted a systematic literature search in MEDLINE, Embase, and other relevant trial registry platforms for studies published between January 1976 and January 2017.",immue_suppresive
423,Repurposed Therapeutic Agents Targeting the Ebola Virus: A Systematic Review,The quality of reporting for case series and case reports was evaluated.,immue_suppresive
424,Specificity in PDZ-peptide interaction networks: Computational analysis and review,"Here, we provide this important resource and provide a manually curated, comprehensive list of the 271 human PDZ domains.",immue_suppresive
425,Specificity in PDZ-peptide interaction networks: Computational analysis and review,"We use individual domain, as well as recent genomic and proteomic, data in order to gain a holistic view of PDZ domains and interaction networks, arguing this knowledge is critical to optimize targeting selectivity and to benefit human health.",immue_suppresive
426,Current Approaches on Viral Infection: Proteomics and Functional Validations,"In this way, functional validation could gain novel insights into the high-content proteomic dataset in an unbiased and comprehensive way.",immue_suppresive
427,Genome-Wide Gene Expression Analysis Identifies the Proto-oncogene Tyrosine-Protein Kinase Src as a Crucial Virulence Determinant of Infectious Laryngotracheitis Virus in Chicken Cells,The results from our study advance our understanding of host-ILTV interactions on a molecular level and provide experimental evidence that it is possible to control ILT via the manipulation of host-virus interactions.,immue_suppresive
428,Genome-Wide Gene Expression Analysis Identifies the Proto-oncogene Tyrosine-Protein Kinase Src as a Crucial Virulence Determinant of Infectious Laryngotracheitis Virus in Chicken Cells,"To the best of our knowledge, we are the first to identify a key host regulator controlling host-ILTV interactions.",immue_suppresive
429,A quality assessment of genetic association studies supporting susceptibility and outcome in acute lung injury,We aimed to assess the quality of positive genetic association studies with ALI susceptibility and/or outcome in adults in order to highlight their consistency and major limitations.,immue_suppresive
430,A quality assessment of genetic association studies supporting susceptibility and outcome in acute lung injury,METHODS: We conducted a broad PubMed literature search from 1996 to June 2008 for original articles in English supporting a positive association (P ≤ 0.05) of genetic variants contributing to all-cause ALI susceptibility and/or outcome.,immue_suppresive
431,A quality assessment of genetic association studies supporting susceptibility and outcome in acute lung injury,Association studies are the main tool for exploring common genetic variations underlying ALI susceptibility and/or outcome.,immue_suppresive
432,Unreported intrinsic disorder in proteins: Building connections to the literature on IDPs,"By ignoring the body of work on IDPs, such publications often fail to relate their findings to prior discoveries or fail to explore the obvious implications of their work.",immue_suppresive
433,Unreported intrinsic disorder in proteins: Building connections to the literature on IDPs,"Thus, the goal of this series is not only to review these very interesting and important papers, but also to point out how each paper relates to the IDP field and show how common tools in the IDP field can readily take the findings in new directions or provide a broader context for the reported findings.",immue_suppresive
434,Unreported intrinsic disorder in proteins: Building connections to the literature on IDPs,The need for this alternative series results from the observation that there are numerous publications that describe IDPs (or hybrid proteins with ordered and disordered regions) yet fail to recognize many of the key discoveries and publications in the IDP field.,immue_suppresive
435,Unreported intrinsic disorder in proteins: Building connections to the literature on IDPs,This series serves as a companion to “Digested Disorder” which provides a quarterly review of papers on intrinsically disordered proteins (IDPs) found by standard literature searches.,immue_suppresive
436,A data-driven drug repositioning framework discovered a potential therapeutic agent targeting COVID-19,"We developed a data-driven drug repositioning framework, which applies both machine learning and statistical analysis approaches to systematically integrate and mine large-scale knowledge graph, literature and transcriptome data to discover the potential drug candidates against SARS-CoV-2.",immue_suppresive
437,Development of antiviral therapy for severe acute respiratory syndrome,Animal model studies will be needed to help to determine which interventions warrant controlled clinical testing.,immue_suppresive
438,Development of antiviral therapy for severe acute respiratory syndrome,"In this review, experimental and clinical data about potential anti-SARS drugs is summarised and discussed.",immue_suppresive
439,Development of antiviral therapy for severe acute respiratory syndrome,"Therefore, the availability of effective antiviral drugs against SARS-CoV may be crucial for the control of future SARS outbreaks.",antivirus
440,"Glycyrrhizin, an active component of liquorice roots, and replication of SARS-associated coronavirus",Our findings suggest that glycyrrhizin should be assessed for treatment of SARS.,immue_suppresive
441,"Glycyrrhizin, an active component of liquorice roots, and replication of SARS-associated coronavirus","Of all the compounds, glycyrrhizin was the most active in inhibiting replication of the SARS-associated virus.",antivirus
442,"The alpha-1 subunit of the Na(+),K(+)-ATPase (ATP1A1) is required for macropinocytic entry of respiratory syncytial virus (RSV) in human respiratory epithelial cells","To gain insight into virus-host interactions, we performed a genome-wide siRNA screen.",immue_suppresive
443,Feline calicivirus and other respiratory pathogens in cats with Feline calicivirus-related symptoms and in clinically healthy cats in Switzerland,"For a clinical diagnosis, FCV-related symptoms should be revisited.",immue_suppresive
444,X-Ray Structure and Inhibition of 3C-like Protease from Porcine Epidemic Diarrhea Virus,"This work advances our understanding of the subtle, but important, differences in coronaviral 3CL(pro) architecture and contributes to the broader structural knowledge of coronaviral 3CL(pro)’s.",immue_suppresive
445,Ribavirin: a drug active against many viruses with multiple effects on virus replication and propagation. Molecular basis of ribavirin resistance,Further analyses are thus required to accurately identify mechanisms to more optimally determine clinical treatments.,immue_suppresive
446,Ribavirin: a drug active against many viruses with multiple effects on virus replication and propagation. Molecular basis of ribavirin resistance,"These variants not only inform on the specific mechanisms by which ribavirin enfeebles the virus, but also can themselves be tools to identify new antiviral compounds.",antivirus
447,Ribavirin: a drug active against many viruses with multiple effects on virus replication and propagation. Molecular basis of ribavirin resistance,"In recent years, a growing number of ribavirin resistant and sensitive variants have been identified.",antivirus
448,Ribavirin: a drug active against many viruses with multiple effects on virus replication and propagation. Molecular basis of ribavirin resistance,Ribavirin has proven to be effective against several viruses in the clinical setting and a multitude of viruses in vitro.,antivirus
449,Literature-related discovery: Potential treatments and preventatives for SARS,"The MeSH taxonomy of Medline was used to restrict potential discoveries to selected semantic classes, and to identify potential discoveries efficiently.",immue_suppresive
450,Literature-related discovery: Potential treatments and preventatives for SARS,"To enhance the volume of potential discovery, databases were used in addition to Medline.",immue_suppresive
451,Cell-type specific requirements for thiol/disulfide exchange during HIV-1 entry and infection,They also establish a cell-type specificity regarding the involvement of particular disulfide isomerases/reductases in this process and may provide an explanation for differences among previously published studies.,immue_suppresive
