,pid,newpid,category,sent,newscore,answer,keyword,question
302,4pxmr5cw,390,drug,"Similarly, neighboring nations could form a national framework of networks among stakeholders.",0.15176663139841215,neighboring nations could form a national framework of networks among stakeholders,efavirenz,Can efavirenz treat COVID-19
303,yb5kf0u2,47,drug,"Most importantly, these MNA delivered SARS-CoV-2 S1 subunit vaccines elicited potent antigen-specific antibody responses that were evident beginning 2 weeks after immunization.",0.1517633388205594,sars-cov-2 s1 subunit vaccines,TAF,Can TAF treat COVID-19
304,nn15iyqd,1067,drug,"It shares homology with SARS and MERS-CoV, responsible for past outbreaks in China and in Middle East.",0.15173658017226938,it shares homology with sars and mers-cov,TAF,Can TAF treat COVID-19
305,b31ctbat,659,drug,Possible targets of these compounds and potential drugs acting on a certain target were predicted.,0.15173237162394193,possible targets of these compounds and potential drugs acting on a certain target,Tranexamic acid tablets,Can Tranexamic acid tablets treat COVID-19
306,szsb1oan,237,drug, The 2019-nCoV is officially called SARS-CoV-2 and the disease is named COVID-19.,0.15171716859302015,the 2019-ncov is officially called sars-cov-2 and the disease is named covid-19,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
307,7jkzbmsf,791,drug,"The hospital pharmacy department timely adjusted the work mode, and the formed management practices is a powerful guarantee for the prevention and control of the COVID-19 epidemic.",0.15171622801353468,"the hospital pharmacy department timely adjusted the work mode , and the formed management practices is a powerful guarantee for the prevention and control of the covid-19 epidemic",Tocilizumab,Can Tocilizumab treat COVID-19
308,qopcs6jy,1080,drug,SARS-CoV-2 is closest to SARS-CoV and MERS-CoV in structure.,0.15171495148007827,sars-cov-2,Huaier Granule,Can Huaier Granule treat COVID-19
309,ctd9sutv,223,drug,One possible answer is antibody dependent enhancement (ADE) of SARS-CoV-2 due to prior exposure to other coronaviruses.,0.15171162551698242,one possible answer is antibody dependent enhancement ( ade ) of sars-cov-2 due to prior exposure to other coronaviruses,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
310,7jkzbmsf,787,drug,"During the outbreak, the pharmaceutical department of THJU completed its assigned workload to ensure drug supply.",0.1516975818226466,pharmaceutical department of thju completed its assigned workload to ensure drug supply,TAF,Can TAF treat COVID-19
311,6lngz7y1,1014,drug,The infection may result into severe pneumonia with clusters illness onsets.,0.1516891167768461,severe pneumonia,Naproxen,Can Naproxen treat COVID-19
312,a6p6ka8w,397,drug,Background: Twitter has been used to track trends and disseminate health information during viral epidemics.,0.15168168426549306,twitter,TAF,Can TAF treat COVID-19
313,535lw99y,373,drug,"Interestingly, we found that the slower association between virus and receptor can result in longer incubation period, while still maintaining a relatively higher level of viral concentration in human body.",0.15167725753326233,slower association between virus and receptor can result in longer incubation period,Aspirin,Can Aspirin treat COVID-19
314,8o6yjxwe,958,drug,"Therefore, liver function monitoring and evaluation should be strengthened during the treatment of such patients.",0.15166287735925366,liver function monitoring and evaluation should be strengthened during the treatment of such patients,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
315,ejg393zs,286,drug,"After extensive speculation, eventually a new species of coronavirus introduced as the causative pathogen of the disease.",0.1516607913002692,coronavirus,Anakinra,Can Anakinra treat COVID-19
316,fvig79k3,855,drug,"Furthermore, site prediction on the surface glycoprotein of 2019-nCoV suggests some core amino acid area may be a novel drug target against 2019-nCoV.",0.15164549211540784,may be a novel drug target against 2019-ncov .,Naproxen,Can Naproxen treat COVID-19
317,uifnjio5,468,drug,The levels and the time course of SARS-CoV-2-specific NAbs and the spike-binding antibodies were monitored at the same time.,0.15163489279646447,cov-2,RhACE2,Can RhACE2 treat COVID-19
318,yqiggzk9,982,drug,"For the treatment of COVID-19, in addition to oxygen inhalation and antiviral treatment, attention should be paid to the dialectical treatment of traditional Chinese medicine, regulation of intestinal flora, nutritional support treatment and other comprehensive treatment.",0.15161367572436718,for the treatment of covid-19,Naproxen,Can Naproxen treat COVID-19
319,ejg393zs,298,drug,The mortality rate in healthy subjects is less than 1%.,0.15159404831760814,the mortality rate in healthy subjects,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
320,hicqy5sj,257,drug,"It was shown that the RBD-ACE2 binding free energy for 2019-nCoV is significantly lower than that for SARS-CoV, which is consistent with the fact that 2019-nCoV is much more infectious than SARS-CoV.",0.15158321210377984,2019-ncov is much more infectious,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
321,6rs86u5v,1134,drug,There is a high mortality and long hospitalization period for severe cases with 2019 novel coronavirus disease (COVID-19) pneumonia.,0.15156975310416368,there is a high mortality and long hospitalization period for severe cases with 2019 novel coronavirus disease ( covid-19 ) pneumonia,Losartan,Can Losartan treat COVID-19
322,1qniriu0,585,drug,"Currently, there is no effective treatment for this epidemic.",0.1515639958157644,there is no effective treatment,Naproxen,Can Naproxen treat COVID-19
323,9igk3ke1,393,drug,The individual preventive and protective measures drive the personal risk of getting the disease.,0.15155500435948088,individual preventive and protective measures,TAF,Can TAF treat COVID-19
324,6y9n69g5,798,drug,"There are other 16 nonstructural proteins (NSPs), which can also be considered from the drug design perspective.",0.1515481772022649,"nonstructural proteins ( nsps ) , which can also be considered from the drug design perspective",Losartan,Can Losartan treat COVID-19
325,6lngz7y1,1026,drug,CT scan may be a reliable test for screening NCOVID-19 cases.,0.15154247692214384,ct scan may be a reliable test for screening ncovid-19 cases,Naproxen,Can Naproxen treat COVID-19
326,da61tfr9,824,drug,SARS-CoV-2 is the aetiological agent of coronavirus disease 2019 (COVID-19) characterised by pulmonary infection in humans.,0.15154137341623106,sars-cov-2 is the aetiological agent of coronavirus disease 2019,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
327,hicqy5sj,262,drug,"With the rising temperature, 2019-nCoV is expected to decrease its infection ability much faster than SARS-CoV, and get controlled more easily.",0.151533654463633,"ncov is expected to decrease its infection ability much faster than sars-cov , and get controlled more easily",Losartan,Can Losartan treat COVID-19
328,80m78jh2,73,drug,The effective countermeasures against SARS-CoV-2 infection requires the design and development of specific and effective vaccine candidate.,0.15153153337482328,effective countermeasures against sars-cov-2 infection,BCG Vaccine,Can BCG Vaccine treat COVID-19
329,uifnjio5,477,drug,"The correlation of NAb titers with age, lymphocyte counts, and blood CRP levels suggested that the interplay between virus and host immune response in coronavirus infections should be further explored for the development of effective vaccine against SARS-CoV-2 virus.",0.15152245732545425,effective vaccine against sars-cov-2 virus,BCG Vaccine,Can BCG Vaccine treat COVID-19
330,wbxtz30s,419,drug,"Whereas pregnant women infected with coronavirus may have an increased risk of adverse neonatal outcomes, gametes do not transmit COVID-19.",0.1515209091777286,gametes do not transmit covid-19,Naproxen,Can Naproxen treat COVID-19
331,xhachzby,553,drug,These structures will form the basis for further development of these compounds to antiviral drugs.,0.15151024450013473,antiviral drugs,Vitamin C,Can Vitamin C treat COVID-19
332,fmumym1x,170,drug,"It is worth mentioning that all of the 6 dominated epitopes were absolutely conservative in nearly 1000 SARS-CoV-2 genomes, and they deserved further study.",0.15150986613379536,sars-cov-2,TAF,Can TAF treat COVID-19
333,ztcyvsoi,1192,drug,The global impact of this new epidemic is yet uncertain.,0.15149708305035448,the global impact of this new epidemic is yet uncertain,Bevacizumab,Can Bevacizumab treat COVID-19
334,ld0vo1rl,6,drug,"Besides the commonly used S protein, the nsp3 protein has not been tested in any coronavirus vaccine studies and was selected for further investigation.",0.1514966374168477,nsp3 protein has not been tested in any coronavirus vaccine studies,TAF,Can TAF treat COVID-19
335,athjtu2j,984,drug,How to face this new coronavirus epidemic outbreak is an important issue.,0.15149649131605386,coronavirus,Remdesivir,Can Remdesivir treat COVID-19
336,1cc9ig04,964,drug,"Further, we also provide basic characteristics of the system.",0.15149441028061722,basic characteristics of the system,Budesonide,Can Budesonide treat COVID-19
337,qdt90c22,544,drug,"Furthermore, broad library protease inhibitors obtained from PubChem and ZINC (www.zinc.docking.org) were evaluated.",0.15149393013971635,broad library protease inhibitors,TAF,Can TAF treat COVID-19
338,uifnjio5,469,drug,Findings SARS-CoV-2 NAbs were unable to cross-reactive with SARS-CoV virus.,0.1514885447915758,findings sars-cov-2 nabs were unable to cross-reactive with sars-cov virus,Losartan,Can Losartan treat COVID-19
339,a5udnv5f,346,drug,"Herein, the host immune responses against SARS-CoV discussed in this review provide implications for developing NAbs and understanding clinical interventions against SARS-CoV-2.",0.15147762637265433,clinical interventions against sars-cov-2,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
340,aeuy92bx,493,drug,Both fusion proteins has high affinity binding to the receptor-binding domain (RBD) of SARS-CoV and 2019-nCoV and exerted desired pharmacological properties.,0.15147229614473862,2019-ncov,Naproxen,Can Naproxen treat COVID-19
341,w84qtud6,892,drug,At the moment there is no available drug(s) and vaccine(s) for the treatment or prevention of COVID-19.,0.15146566145238052,no available drug ( s ) and vaccine ( s ) for the treatment or prevention of covid-19,DAS181,Can DAS181 treat COVID-19
342,vj2z52vg,456,drug,Public health authorities are monitoring the situation closely.,0.15146149991416208,public health authorities are monitoring the situation closely,TAF,Can TAF treat COVID-19
343,9595vm0k,323,drug,"Using serum samples from patients with PCR-confirmed infections of SARS-CoV-2, other coronaviruses, or other respiratory pathogenic infections, we validated and tested various antigens in different in-house and commercial ELISAs.",0.15143940382631416,using serum samples from patients with pcr-confirmed infections of sars-cov-2,TAF,Can TAF treat COVID-19
344,9595vm0k,321,drug,"Validated serologic assays are important for contact tracing, identifying the viral reservoir and epidemiological studies.",0.15143861530703784,viral,Anakinra,Can Anakinra treat COVID-19
